uid,plays_per_hour,total_events,completion_variance,avg_interval_seconds,avg_completion_rate,behavior_diversity,is_anomaly,anomaly_score
24,0.10962479608482871,42,348.5933122447528,33640.243902439026,58.57978378501587,4,False,-0.45227620733829454
25,0.12455986811308083,51,403.1218443661905,29479.8,60.81927288163364,5,False,-0.3961047510687708
26,0.137948652446034,54,316.0492772193179,26589.056603773584,64.6544423621863,5,False,-0.44328424587041876
27,0.13826282064239656,57,323.2729323094075,26502.321428571428,56.324087509811875,5,False,-0.44281635800096586
28,0.11872791519434629,49,515.1187306679271,30953.125,59.67914427785255,5,False,-0.4114805049916963
29,0.12339839170762808,50,487.32895228167666,29769.183673469386,66.00008412622415,5,False,-0.4676163300281537
30,0.1278778056523766,48,432.8037815951536,28750.85106382979,54.81339909586025,5,False,-0.4422373365119759
31,0.14359189671460063,57,440.3855193220633,25518.75,57.9642489846342,5,False,-0.4283891064963344
32,0.1470191249454908,59,491.2386800215045,24908.793103448275,60.08433501382393,5,False,-0.4695052236663058
33,0.1062099911491674,43,342.49200873210646,34702.142857142855,58.49714011111936,5,False,-0.4165094062517418
34,0.10304641177673278,42,345.4896882395569,35787.80487804878,61.507408415107584,5,False,-0.41928082250590076
35,0.11917066942299508,49,376.56865916692374,30838.125,56.18482529670662,5,False,-0.4043514298704332
36,0.12161826756018863,49,397.73915433357763,30217.5,57.69665143671155,5,False,-0.39636671345545715
37,0.11090117473096196,45,352.5216823628835,33199.09090909091,65.468656730675,5,False,-0.4326969274744674
38,0.1238690873762827,51,314.93139673352533,29644.2,63.55749664999782,5,False,-0.41934499848188916
39,0.14377194794463954,58,377.7411145629396,25478.947368421053,59.82814217740999,5,False,-0.4223116327249593
40,0.10609861413825718,43,491.1490853333638,34738.57142857143,57.67941570802055,4,False,-0.48414236278851214
41,0.09382533718480551,36,320.361835347511,39465.42857142857,62.94941173487974,5,False,-0.5133258123871188
42,0.15229361554049906,62,332.12299812081596,24026.06557377049,59.8692807770859,5,False,-0.47254014969987995
43,0.13269171700624552,54,443.6144559235301,27642.45283018868,59.233893746360955,5,False,-0.4084362450913598
44,0.13813889237724478,55,426.34397919546836,26543.333333333332,54.31115796993261,3,True,-0.6017895838895132
45,0.09328151027207107,35,399.74368460352366,39727.94117647059,59.29354685957168,4,False,-0.5346874787420619
46,0.12477572989724352,51,455.8905638839203,29428.8,57.532771338157424,5,False,-0.40937824490331914
47,0.14472904188556593,59,259.8005020689669,25302.931034482757,63.608605213874306,5,False,-0.4836117659235312
48,0.10128041500267611,41,492.8913231894036,36433.5,58.14105779065372,5,False,-0.45515972969734836
49,0.12864598082446702,53,413.8239620244609,28521.923076923078,59.266040426850196,5,False,-0.4016097711124579
50,0.10532321060253652,40,542.6882992499806,35056.92307692308,62.06532374456162,5,False,-0.4757044804182711
51,0.127750177430802,51,377.2675853786879,28743.6,59.840852582512674,5,False,-0.39965175067962916
52,0.15307897483474428,55,409.96719949140044,23952.777777777777,60.88669331265523,5,False,-0.45106298867291217
53,0.13325381973719386,54,445.89678240924644,27525.849056603773,62.80478054537781,5,False,-0.4138313853707637
54,0.10205563276566616,41,338.93099338588144,36156.75,59.75538016086807,5,False,-0.4244010100448826
55,0.12677752657045663,50,418.3677253952797,28975.714285714286,56.22310254893561,5,False,-0.40686649317575707
56,0.11933372006298168,48,330.27753687338884,30809.36170212766,60.23335738591069,5,False,-0.3984633069875812
57,0.13776670637929167,53,392.6395779090529,26633.653846153848,57.96634689386287,5,False,-0.40781348757366387
58,0.12304086714515892,49,298.2140970674217,29868.125,58.614020516377686,3,False,-0.5405457763896911
59,0.13697258545767668,57,253.95703874669664,26751.964285714286,69.17173960153883,5,False,-0.5471981991572212
60,0.11455725741440027,45,412.49757177001806,32139.545454545456,63.82082912859867,5,False,-0.4099471052135808
61,0.10264541433697738,41,499.1510571602887,35949.0,51.93574941333893,5,False,-0.5280368092591687
62,0.11702701581109681,47,315.5480517193093,31430.869565217392,49.51105647574089,5,False,-0.5012824603048438
63,0.12405489226278556,51,471.5698715053579,29599.8,62.3978369155151,4,False,-0.4614082997586166
64,0.08727849775191748,33,484.6306789409272,42536.25,59.09986238451374,4,True,-0.6105162628652114
65,0.13216732383197127,50,415.65088315740576,27794.081632653062,58.83602386260655,5,False,-0.4007719815210923
66,0.14887041309363166,57,356.3309117541378,24613.928571428572,64.17004320433011,5,False,-0.46479363971955256
67,0.11309611075041365,45,271.66587880381496,32554.772727272728,61.30140215764125,4,False,-0.4703010424400935
68,0.1249280113409826,47,378.17326514130644,29443.043478260868,62.05950758544072,5,False,-0.4143783634747567
69,0.14418744367677983,56,314.6924040209875,25421.454545454544,65.82176731106398,5,False,-0.47883390239835655
70,0.10027310153670567,41,441.94027084525817,36799.5,62.73818820684942,5,False,-0.4482731237052514
71,0.12828481217214033,43,429.4692863974122,28730.714285714286,58.45196449045333,4,False,-0.4674748913159103
72,0.12181731546126913,49,329.0183031892499,30168.125,60.33676372662605,5,False,-0.39562110218332075
73,0.14895855249316223,59,496.35914669546344,24584.48275862069,60.556725936061596,5,False,-0.4698392138838625
74,0.13773314203730272,56,459.00186146827923,26612.727272727272,58.19129075268744,5,False,-0.42251541355386407
75,0.14232765011119347,56,230.21381829928532,25753.636363636364,59.97426552351399,5,False,-0.4811630381730832
76,0.12194347411876787,48,294.8163743276489,30150.0,52.37500711055523,5,False,-0.4992997652099371
77,0.164576802507837,63,407.14995654754944,22227.09677419355,60.9752663971321,5,False,-0.5241027769116556
78,0.12271475081392437,49,489.42980395618156,29947.5,54.570506415538446,5,False,-0.43602733071357286
79,0.1421199560104898,56,416.77219167083194,25791.272727272728,59.317052968079565,5,False,-0.4105367941986405
80,0.11309157959434542,46,302.1416650403348,32540.0,57.86481525054403,5,False,-0.4190060150076046
81,0.1139877523797975,47,378.14448705949604,32268.91304347826,55.08545036436623,5,False,-0.42609383629191094
82,0.13466054321398144,54,407.47056871927504,27238.30188679245,59.43850552320697,4,False,-0.45174938034194895
83,0.12408744028291936,50,372.94600224003887,29603.877551020407,63.447171982089344,5,False,-0.40574098328290487
84,0.1268767181222246,50,416.9994336990739,28953.061224489797,62.84310955678413,5,False,-0.40611433738697617
85,0.12012558583974153,44,295.0727462424807,30665.581395348836,61.62799876000942,5,False,-0.4212650017739545
86,0.11633778352285351,48,455.1375419009933,31602.76595744681,59.83011222596693,4,False,-0.4377091949386469
87,0.1517322768271095,60,409.93848492496073,24128.13559322034,61.3043308246307,5,False,-0.4446947168306355
88,0.11917791560257814,49,299.2833885724228,30836.25,59.766153348216136,4,False,-0.4441805861898766
89,0.1411349603057924,56,421.1038280372501,25971.272727272728,62.93843026175542,5,False,-0.4153272515627377
90,0.1331470370674776,54,483.8603019558019,27547.924528301886,66.37364413632604,4,False,-0.5222723783588573
91,0.10043996136924563,39,338.80148772683907,36785.52631578947,56.5035441299044,5,False,-0.46100591938339475
92,0.11918033119160062,49,310.80932221726385,30835.625,62.02589249818784,5,False,-0.40730049753068637
93,0.13297217434129524,54,435.79107621152394,27584.150943396227,61.415020374362314,5,False,-0.4020388857690027
94,0.09028401847478526,36,542.6020089965598,41013.42857142857,55.022168232482215,5,True,-0.596055553494471
95,0.1333920593972189,53,290.994297721643,27507.115384615383,62.6882844718299,5,False,-0.43044487867671233
96,0.11460619361131431,47,393.4838219668347,32094.782608695652,60.30309914037571,5,False,-0.4037464939621215
97,0.11364136898207286,43,463.1487968342539,32432.85714285714,56.30072302507949,5,False,-0.4190799725484526
98,0.10154589172566097,41,216.9876679129343,36338.25,56.56406348703671,5,False,-0.5224492956968876
99,0.11608456438058001,48,323.3614907162839,31671.702127659573,58.61518726131479,4,False,-0.4416825003846525
100,0.09233012067708755,38,414.55801842164607,40044.32432432433,60.33008779556008,4,False,-0.5341274747976767
101,0.12711022840119166,48,426.09921297567337,28924.468085106382,59.863504234440725,5,False,-0.40860964698910224
102,0.10392902408111533,41,406.5979810550415,35505.0,63.47574460297825,5,False,-0.43660432074581723
103,0.1344941459021315,56,318.25252171283137,27253.636363636364,65.80067923829249,5,False,-0.4596382394340475
104,0.14267493893080266,55,424.6258665376706,25699.444444444445,60.12755428111573,4,False,-0.47464278320777176
105,0.13384834651849709,54,317.90629087481364,27403.584905660377,65.57253894130747,5,False,-0.44716637028186385
106,0.1410477252001216,58,278.601133076248,25971.052631578947,61.284221781252285,5,False,-0.4476422535567999
107,0.13477737665463296,56,270.20435717838217,27196.363636363636,61.94507138593298,4,False,-0.49517721900676503
108,0.11254521906122995,42,395.82425388163085,32767.317073170732,58.45436352998404,5,False,-0.4089308624928337
109,0.12355212355212356,48,337.2590119260839,29757.44680851064,61.36963131037143,5,False,-0.39730739450823477
110,0.12839660283988322,48,512.8498492781531,28634.68085106383,57.61104793291866,4,False,-0.48087686940583446
111,0.15982073018624612,63,437.21456889969915,22888.548387096773,61.63646615862162,5,False,-0.5057829767852828
112,0.1604473076455573,66,357.5715218422505,22782.46153846154,65.7806124087349,5,False,-0.5490852317986572
113,0.1332794830371567,55,529.633084392469,27511.11111111111,56.50346683460327,5,False,-0.46449056169128383
114,0.13514077163712201,54,343.481704398092,27141.509433962263,62.885195690283986,5,False,-0.4116232893103586
115,0.13466364693640204,55,404.0041003865284,27228.333333333332,62.71485894594608,5,False,-0.40848652714059375
116,0.11511544247498201,44,464.2456903291832,32000.232558139534,59.18684328308018,5,False,-0.40896867176006174
117,0.1349086300641838,55,302.518469213009,27178.88888888889,59.23353147666993,5,False,-0.4206177707265218
118,0.1541630131120129,63,384.54697248556863,23728.548387096773,65.83529970736498,5,False,-0.502503109014924
119,0.13001349196614745,53,309.93164959883944,28221.923076923078,59.960698690509616,5,False,-0.4076179874578489
120,0.12138227158251104,49,422.28977825423175,30276.25,58.19863261506547,5,False,-0.396710464953175
121,0.12184287346109912,48,492.712062773308,30174.893617021276,63.34638725768787,5,False,-0.430851528152705
122,0.10587221469900283,43,264.6937149503119,34812.857142857145,57.42343977047394,5,False,-0.46129534053393245
123,0.12026507404074287,49,420.30887959635885,30557.5,60.269753910477604,5,False,-0.39607752745033475
124,0.11064213416383233,45,555.1263111022523,33276.818181818184,54.8642516644332,5,False,-0.4834314330026897
125,0.11817081427076709,48,414.96581609151644,31112.55319148936,64.32753827393026,5,False,-0.4131175716450339
126,0.12254151093682986,50,485.2732835418795,29977.34693877551,57.51050244116814,4,False,-0.4575155616863628
127,0.10073710073710074,41,597.7463721106396,36630.0,54.50636835029354,5,False,-0.5488680849797957
128,0.1384112071134972,55,391.3532791745672,26491.11111111111,60.39812147748666,4,False,-0.4665954277887305
129,0.1391996022868506,56,393.93363767286394,26332.363636363636,62.69910976333777,4,False,-0.4703246884337777
130,0.14094204365963306,58,352.23530121422425,25990.526315789473,62.42428178569416,4,False,-0.47588283415035776
131,0.11612584417723604,47,305.30038730898434,31674.782608695652,63.63871742930345,5,False,-0.42769407738744225
132,0.13548188442984707,55,444.83001019430577,27063.88888888889,57.902737399523524,5,False,-0.41428950110948665
133,0.16454557141020698,64,369.37506028883104,22225.714285714286,61.25135522887185,5,False,-0.5197357174793588
134,0.12292562999385372,50,370.9584009803584,29883.673469387755,60.858832755064014,5,False,-0.38919889895610044
135,0.09718172983479105,40,356.6631271895597,37993.846153846156,63.02400472035494,4,False,-0.4981081017651213
136,0.11777827347758198,44,280.85613488239926,31276.74418604651,62.39748719359515,5,False,-0.43438921315550105
137,0.12461576804851707,50,562.9375590925795,29478.367346938776,56.48048135382442,5,False,-0.4653856852812686
138,0.11871434886021595,47,369.9482907640091,30984.130434782608,59.41261246641344,5,False,-0.39048723932997575
139,0.10153358011634056,40,490.7103176737902,36365.38461538462,59.14369653551976,5,False,-0.455533566674625
140,0.10753584528176058,43,308.08674710323527,34274.28571428572,62.672202649863465,4,False,-0.4619033598469442
141,0.12938810210048313,52,472.05420820539143,28368.823529411766,59.502670794461544,5,False,-0.4074237223379641
142,0.1061186676211732,42,387.980002294424,34751.70731707317,56.811783071133384,3,True,-0.5777597362785352
143,0.13737693316404054,55,394.88122799676574,26690.555555555555,61.92746668183415,5,False,-0.3969195607017352
144,0.11153358681875793,44,246.69754780937328,33027.90697674418,64.33483998764311,4,False,-0.4925110299153855
145,0.11365788975184694,45,420.98517813351594,32393.863636363636,58.80693175909805,4,False,-0.44123092112207135
146,0.14974224695196792,61,374.29147455598735,24442.0,60.879450031844,5,False,-0.44192127469185244
147,0.12584704743465636,52,439.5006980591086,29167.058823529413,56.786307117131706,5,False,-0.40077217105527
148,0.10452749924035247,43,322.6204702722074,35260.71428571428,63.1609554818245,4,False,-0.46805389686042936
149,0.16315095583388264,66,434.4843663116946,22404.923076923078,59.46747156894716,5,False,-0.5392689911924364
150,0.10202222627072326,42,354.1907467983432,36147.07317073171,60.02644150693276,5,False,-0.4235067772293759
151,0.0924364499406658,37,394.87278081869056,40027.5,64.67106481814346,4,False,-0.5566427575500054
152,0.10180172901349277,42,340.7577668085906,36225.365853658535,62.869147383100106,4,False,-0.47323366859689153
153,0.10945354305172694,45,372.11328814515224,33638.181818181816,61.9455034445485,5,False,-0.40299276665771727
154,0.12378426171529619,49,381.5939167209393,29688.75,60.78858678033933,5,False,-0.3911658885446477
155,0.12061291050439991,49,468.29839330285733,30469.375,64.36787832071302,5,False,-0.42960708206276993
156,0.149052893075251,60,330.77284223346146,24561.86440677966,57.95525251939231,5,False,-0.4556346024140751
157,0.10908429792133811,45,385.51131135135637,33752.045454545456,55.184012739167784,4,False,-0.4829164688187056
158,0.10672182006204757,43,481.6679876910242,34535.71428571428,60.23894141841633,5,False,-0.42369832541453184
159,0.09448427334134515,38,358.1717127449951,39131.35135135135,61.453477312383036,5,False,-0.48460355601054333
160,0.12853938034317589,53,299.9736336058456,28545.576923076922,62.83795814866642,5,False,-0.42485139893109536
161,0.14842451032077536,61,539.1119685366758,24659.0,62.699766812171106,5,False,-0.49355882434277104
162,0.1407059985188842,57,318.0494480134279,26042.14285714286,57.231362769293064,5,False,-0.436099110286471
163,0.10915927146293639,45,355.1675623639369,33728.86363636364,57.502541261204634,5,False,-0.41107715137515644
164,0.1178473222469556,45,419.8563027389916,31242.272727272728,54.1343603244973,5,False,-0.44270455502380296
165,0.1339483161685727,53,370.2729861029845,27392.884615384617,59.38252923249564,5,False,-0.39820975251695745
166,0.1280656747049769,52,423.51144042011407,28661.764705882353,58.92794297264304,5,False,-0.39401507527541324
167,0.11179892755843565,45,397.9828172085834,32932.5,63.553589969043,5,False,-0.41555632971710427
168,0.11483492479560632,46,408.1509844117488,32046.0,60.72397280627237,4,False,-0.4363811441111109
169,0.13377622059425762,49,292.3167086846396,27471.25,69.1571472008978,5,False,-0.5248693408004003
170,0.10476863592899015,42,407.04823505196833,35199.51219512195,60.05092376557694,3,True,-0.5628200623459203
171,0.11991835346147303,47,386.2638410638141,30673.043478260868,57.142963241912454,4,False,-0.4442572361783492
172,0.11870873962812671,49,358.89764097761497,30958.125,62.4829800106364,5,False,-0.39629588610999505
173,0.12444971215712834,49,385.9127315497821,29530.0,61.86855155994953,5,False,-0.3966145399505939
174,0.09359605911330049,38,315.8276694356178,39502.7027027027,54.82397901667058,4,False,-0.5556647308585654
175,0.1416530329074078,57,362.1450604528577,25868.035714285714,57.813026277972966,5,False,-0.4185395064714672
176,0.12265925259628752,50,389.40795444177985,29948.571428571428,57.31338755043947,5,False,-0.3977752093983322
177,0.11645323938313538,46,500.5956567102751,31600.666666666668,57.58822744245927,4,False,-0.47746367488386293
178,0.11105969458583989,44,289.81001091728467,33168.83720930233,58.270604362355606,5,False,-0.42538144375719134
179,0.14336,56,380.6706247171409,25568.18181818182,59.3595246968155,5,False,-0.41494819482573897
180,0.12394133443503408,50,377.0429584086114,29638.775510204083,59.26917292177903,5,False,-0.3914399565098088
181,0.11111339739500813,45,546.6700868928682,33135.681818181816,58.890736222094205,5,False,-0.45073187616212407
182,0.13253037154347871,53,328.2257030732358,27685.96153846154,62.446894563284395,5,False,-0.4071076386416828
183,0.1203434803501661,48,422.30711745262903,30550.85106382979,56.52145540659363,4,False,-0.4498069810249438
184,0.11148136928203575,46,350.0116920315466,33010.0,63.28857343217001,5,False,-0.41148599108726175
185,0.09622261231389377,37,368.0315177592605,38452.5,59.46752998459112,4,False,-0.5015801625285888
186,0.1330524448386739,50,419.2403760131243,27609.183673469386,60.91649769523339,5,False,-0.40822800530146114
187,0.10168465651165136,42,266.2485452701488,36267.07317073171,57.333312196492926,5,False,-0.47712103284766266
188,0.11917570139865928,48,482.46306367337934,30850.212765957447,60.356175124254406,3,False,-0.5371268491788475
189,0.12414548552650262,51,598.8789359032107,29578.2,64.5112520173738,5,False,-0.5033359047579897
190,0.09424213615508618,38,442.07486635986106,39231.89189189189,57.97247869436565,5,False,-0.5029799107822335
191,0.12732615083251714,52,372.8058799700107,28828.235294117647,65.19926406204897,5,False,-0.428859376475486
192,0.12104992279979412,49,426.4970672638576,30359.375,56.71847218101165,3,False,-0.553412804201076
193,0.11497434368812146,45,302.88347758019535,32022.954545454544,59.58378199893534,5,False,-0.4088430734474552
194,0.1124259149880853,46,267.3161740218806,32732.666666666668,59.05867963638236,5,False,-0.4426794144266379
195,0.13126005361930293,51,408.3917202857581,27975.0,58.67788455858476,5,False,-0.4008913170480935
196,0.13393703274718333,53,331.8855776060629,27395.19230769231,63.03845124020072,5,False,-0.40913910762492534
197,0.11925672552463715,43,374.0687882977101,30905.714285714286,62.32642964449381,5,False,-0.4100974273554363
198,0.10505188538241447,41,410.7090354068704,35125.5,57.84772234704469,5,False,-0.4299415797998213
199,0.12825760676763542,47,483.4067262229027,28678.695652173912,59.99781007855178,5,False,-0.43448956534790045
200,0.11796059242430862,45,377.8874312304774,31212.272727272728,64.29528181261044,3,False,-0.5522699807389084
201,0.13666314162531523,56,403.9492296252023,26821.090909090908,59.16163158063395,4,False,-0.4663424147946917
202,0.15462336121735218,63,451.43752598116174,23657.90322580645,61.71815558145198,5,False,-0.4848147409755703
203,0.11660863227791725,48,525.8248716948275,31529.36170212766,60.96252099047418,5,False,-0.4270786223348857
204,0.12699993774512855,51,315.9966586720608,28913.4,64.91022374565902,5,False,-0.4275296542281114
205,0.12083815400437074,47,313.82866070437495,30439.565217391304,58.07003288118192,5,False,-0.4109916656284635
206,0.09778954874197819,40,243.86888933758314,37757.692307692305,57.92576529700644,4,False,-0.531764195916178
207,0.12815680361854503,51,417.2201120334338,28652.4,58.294784717764664,5,False,-0.40021196955777394
208,0.1043858229486972,43,313.87394497082687,35308.57142857143,52.66244846524352,5,False,-0.5073077555612302
209,0.14045941935079323,56,346.2313301367424,26096.18181818182,64.6260454191734,5,False,-0.44490171128988376
210,0.1236555677207445,48,424.8996112101831,29732.55319148936,63.61195581128909,5,False,-0.40907972861581104
211,0.1170653836773607,44,487.3224195697604,31467.20930232558,58.28667944233959,5,False,-0.41360550207465707
212,0.11876043792911486,48,468.1180678596408,30958.08510638298,60.21822515256157,4,False,-0.4379717362177162
213,0.1201814985897069,49,336.77413201573813,30578.75,64.40123732179592,5,False,-0.42397463184751855
214,0.15003996966404984,61,397.7260455375278,24393.5,58.51266103843846,5,False,-0.44419258573519543
215,0.11763999759918373,49,402.6253016030837,31239.375,59.96255295559592,4,False,-0.43211549840309504
216,0.16240823524586803,66,443.0136439433714,22507.384615384617,57.466281507893356,5,False,-0.5438636088246511
217,0.1323703873290736,53,496.1038517901121,27719.423076923078,60.63761131403799,5,False,-0.42760197050438237
218,0.11859660681930488,48,431.590270673986,31000.85106382979,54.257639385591865,5,False,-0.4349887973100496
219,0.12610561345126545,48,355.9126324417813,29154.893617021276,57.84720367987372,5,False,-0.4083911218066364
220,0.14348539813144723,59,401.080339632438,25522.241379310344,57.94516693295718,5,False,-0.43829702324441405
221,0.1478523176275651,58,481.32611587976453,24775.78947368421,60.8823727367018,5,False,-0.4586135011489291
222,0.11191894355300253,44,411.5189893960024,32914.186046511626,60.44493751757493,5,False,-0.4052670920909005
223,0.11504553885913174,46,320.4827467113747,31987.333333333332,61.293272277624496,5,False,-0.40205174998158116
224,0.09761999123923155,39,323.51129893601876,37848.15789473684,60.251952430078205,5,False,-0.4603059072509552
225,0.154412208215212,64,492.74897052883534,23684.285714285714,59.2971961592828,5,False,-0.51468659586777
226,0.1236014056630448,51,369.09095218353565,29708.4,64.60661254459625,4,False,-0.4679010443670993
227,0.1426872770511296,58,441.4017129784062,25672.63157894737,53.05984387257136,5,False,-0.5046848150555228
228,0.12323427086389739,49,234.01934192707867,29821.25,59.87845274997983,5,False,-0.45312003115788246
229,0.13340599455040872,51,529.8106966384735,27525.0,58.61959665396115,5,False,-0.44857141794143457
230,0.10506383238653717,43,306.8960941474963,35080.71428571428,55.708756099695954,5,False,-0.4530586197208321
231,0.13519494628415082,56,456.4112539297078,27112.363636363636,59.242253942414024,5,False,-0.42055142295212466
232,0.14839463980573792,55,421.80887428626755,24708.88888888889,59.79803863102476,5,False,-0.443649230779362
233,0.1429811983763152,59,305.7765860692015,25612.241379310344,59.070170618592236,4,False,-0.5013154837354176
234,0.13415179478840603,55,357.63228146558987,27332.222222222223,70.22710921968591,5,False,-0.5023329255431548
235,0.1081922872013442,44,329.36791362861925,34047.90697674418,64.17549402330074,5,False,-0.42722687678229876
236,0.10749328166989564,43,420.10630091848594,34287.857142857145,64.99896810289287,5,False,-0.43287140975956495
237,0.13148283418553688,54,298.6145477229548,27896.603773584906,65.12182600545914,5,False,-0.45640421177561186
238,0.10284538909838875,40,585.0719246258709,35901.53846153846,54.03548223550924,4,True,-0.5920998170512519
239,0.14961676034747062,61,422.73515321042765,24462.5,57.854060003793805,5,False,-0.45003219789624466
240,0.13087339816413707,48,406.00501168513404,28092.76595744681,56.15274586104904,5,False,-0.42846130709081515
241,0.11467746961670303,46,505.56151937153606,32090.0,60.799175296545464,5,False,-0.42176241567459105
242,0.10722771674011496,44,405.62858803125533,34354.186046511626,60.68289974419718,4,False,-0.4472144095325702
243,0.11717081307593726,48,432.8405773950934,31378.08510638298,61.31272222122912,5,False,-0.3916360089374576
244,0.11939555997761334,48,366.61645424207313,30793.40425531915,63.76074903572051,4,False,-0.4404339271562784
245,0.12836916622968012,51,384.3698200063538,28605.0,58.354045483440245,5,False,-0.39646833866771974
246,0.1455751228290099,60,272.8448098508048,25148.64406779661,63.743214441907874,5,False,-0.49191474571846483
247,0.10897642880206651,45,366.8359651770134,33785.454545454544,66.45560321754415,5,False,-0.463490451482571
248,0.1185159738921333,46,428.34853131189465,31050.666666666668,59.482278352136824,5,False,-0.39591265746253873
249,0.09995002498750626,40,293.1512378423645,36941.53846153846,60.748253261914584,4,False,-0.48330319537921285
250,0.1038276132009394,42,270.3099766891983,35518.53658536585,60.45066423241643,5,False,-0.4541011375309634
251,0.12313249055984239,50,344.52875707414194,29833.469387755104,60.772604752851905,4,False,-0.4297888108664812
252,0.08929648847592614,37,218.84674552730743,41435.0,56.05361855328267,5,True,-0.613940755263906
253,0.14969325153374233,61,398.82203489342834,24450.0,58.18029358920185,5,False,-0.44852720756660397
254,0.11677885005271267,48,364.7044080796639,31483.40425531915,64.97370995054055,5,False,-0.4181520734417559
255,0.12825365723319454,48,282.6576589649851,28666.59574468085,63.53672192551464,4,False,-0.48008106930828787
256,0.11940540979611729,49,335.5813921724071,30777.5,60.03835917489315,5,False,-0.39687848467471254
257,0.13532632096942854,55,297.54072624949305,27095.0,56.428412886347694,5,False,-0.4403358205685363
258,0.11454800251843127,47,292.83683091264504,32111.08695652174,63.176752057700696,4,False,-0.46828506608875864
259,0.1637039058072911,65,344.9760150982861,22334.53125,62.26707764720461,5,False,-0.5316045050124542
260,0.1569584931984653,60,349.49309590973655,23324.745762711864,62.60807576629945,5,False,-0.49988601834392915
261,0.12785693394058414,51,361.6362159346012,28719.6,55.74634488759823,5,False,-0.40696657811638315
262,0.12369540007730963,48,274.6479292560414,29722.978723404256,60.519225807831944,5,False,-0.42795629380498024
263,0.12158301080062413,50,420.2985824482637,30213.673469387755,58.669978906132854,5,False,-0.3918961128896401
264,0.10764577031396684,43,406.39807997428755,34239.28571428572,58.304745260731956,5,False,-0.41083745035430547
265,0.13433473774195517,55,528.5878503220941,27295.0,62.18467713470168,5,False,-0.4521050164228263
266,0.1326944342056764,51,320.3096976552642,27672.6,63.338903359363215,5,False,-0.41738377824503275
267,0.09900990099009901,39,402.79645727569454,37316.84210526316,59.59370860644861,4,False,-0.4804431578008307
268,0.12094534833494457,49,274.4003521517971,30385.625,58.49254531003293,5,False,-0.43068336311045097
269,0.13516280974810566,55,404.8458214126843,27127.777777777777,56.50418257974273,3,True,-0.5803634920368568
270,0.14223035495207004,57,376.1742137145535,25763.035714285714,59.47545554789317,5,False,-0.4137899978303793
271,0.15261627906976744,63,507.5309740772856,23969.032258064515,61.135595516859446,5,False,-0.5064048429558531
272,0.13921994642141455,55,469.6622564726282,26337.222222222223,64.44481843375318,5,False,-0.44643169491045287
273,0.15917800143175978,63,447.56837078992214,22980.967741935485,61.34044423967279,5,False,-0.5095203406825219
274,0.11427334704036358,44,275.9028398658428,32236.04651162791,58.174605321322744,5,False,-0.432499033396025
275,0.11068022219893092,44,311.7174138937514,33282.558139534885,59.95734979257495,4,False,-0.4554776351981254
276,0.12485666963944451,49,343.1306867844651,29433.75,58.82956517568614,5,False,-0.39506360809775737
277,0.14553098597242994,60,421.54044133970615,25156.271186440677,55.38637173458184,5,False,-0.4624801349665695
